,term_id,term_rank,term_str,n,num,stop,stem_porter,stem_snowball,stem_lancaster,pos_max,term_rank2,p,zipf_k,zipf_k2,zipf_k3,df,idf,tfidf_sum
5570,13694,5571,washed,3,0,0,wash,wash,wash,JJ,359,0.0002117148906139,16713,1077,0.0760056457304163,1,0.47712125471966244,3.641845812137641e-05
13630,6795,13631,jacobs,1,0,0,jacob,jacob,jacob,VBD,361,7.057163020465773e-05,13631,361,0.0254763585038814,1,0.47712125471966244,3.641845812137641e-05
375,1787,376,call,97,0,0,call,call,cal,VBP,265,0.0068454481298518,36472,25705,1.814043754410727,1,0.47712125471966244,3.641845812137641e-05
11403,2681,11404,contemplating,1,0,0,contempl,contempl,contempl,VBZ,361,7.057163020465773e-05,11404,361,0.0254763585038814,1,0.47712125471966244,3.641845812137641e-05
6241,11857,6242,startlingly,2,0,0,startlingli,startl,startl,VB,360,0.0001411432604093,12484,720,0.0508115737473535,1,0.47712125471966244,3.641845812137641e-05
51,13906,52,will,822,0,1,will,will,wil,NN,52,0.0580098800282286,42744,42744,3.0165137614678903,1,0.47712125471966244,3.641845812137641e-05
5325,5700,5326,gulped,3,0,0,gulp,gulp,gulp,VBN,359,0.0002117148906139,15978,1077,0.0760056457304163,1,0.47712125471966244,3.641845812137641e-05
12235,8967,12236,peasantry,1,0,0,peasantri,peasantri,peasantry,NN,361,7.057163020465773e-05,12236,361,0.0254763585038814,2,0.17609125905568124,3.641803764249856e-05
7254,5471,7255,gloomiest,2,0,0,gloomiest,gloomiest,gloomiest,NN,360,0.0001411432604093,14510,720,0.0508115737473535,2,0.17609125905568124,3.637265197838503e-05
1967,1554,1968,breaking,13,0,0,break,break,break,NN,349,0.0009174311926605,25584,4537,0.3201834862385321,2,0.17609125905568124,3.592049486798945e-05
11731,4324,11732,erlynne,1,0,0,erlynn,erlynn,erlyn,NN,361,7.057163020465773e-05,11732,361,0.0254763585038814,2,0.17609125905568124,3.592049486798945e-05
3937,1781,3938,calculated,5,0,0,calcul,calcul,calc,JJ,357,0.0003528581510232,19690,1785,0.125970359915314,1,0.47712125471966244,3.5680620305089924e-05
12877,1039,12878,barbaric,1,0,0,barbar,barbar,barb,NN,361,7.057163020465773e-05,12878,361,0.0254763585038814,1,0.47712125471966244,3.5680620305089924e-05
483,13373,484,use,72,0,0,use,use,us,NNPS,290,0.0050811573747353,34848,20880,1.4735356386732534,1,0.47712125471966244,3.5680620305089924e-05
7633,45,7634,23,2,1,0,23,23,23,VB,360,0.0001411432604093,15268,720,0.0508115737473535,1,0.47712125471966244,3.5680620305089924e-05
2212,12608,2213,thereupon,11,0,0,thereupon,thereupon,thereupon,NNS,351,0.0007762879322512,24343,3861,0.2724770642201835,1,0.47712125471966244,3.5680620305089924e-05
4794,614,4795,appealing,4,0,0,appeal,appeal,ap,VBN,358,0.0002822865208186,19180,1432,0.1010585744530698,1,0.47712125471966244,3.5680620305089924e-05
13916,8195,13917,mysticism,1,0,0,mystic,mystic,myst,VBD,361,7.057163020465773e-05,13917,361,0.0254763585038814,1,0.47712125471966244,3.5680620305089924e-05
13451,6695,13452,intuition,1,0,0,intuit,intuit,intuit,JJ,361,7.057163020465773e-05,13452,361,0.0254763585038814,1,0.47712125471966244,3.5680620305089924e-05
9301,12967,9302,trenchant,1,0,0,trenchant,trenchant,trench,NN,361,7.057163020465773e-05,9302,361,0.0254763585038814,1,0.47712125471966244,3.5680620305089924e-05
2500,10540,2501,rolled,9,0,0,roll,roll,rol,JJ,353,0.0006351446718419,22509,3177,0.2242060691601976,1,0.47712125471966244,3.5680620305089924e-05
13248,7135,13249,laughs,1,0,0,laugh,laugh,laugh,JJ,361,7.057163020465773e-05,13249,361,0.0254763585038814,1,0.47712125471966244,3.5680620305089924e-05
7501,3614,7502,disobedience,2,0,0,disobedi,disobedi,disobedy,NN,360,0.0001411432604093,15004,720,0.0508115737473535,1,0.47712125471966244,3.5680620305089924e-05
4817,3993,4818,eastern,4,0,0,eastern,eastern,eastern,RB,358,0.0002822865208186,19272,1432,0.1010585744530698,1,0.47712125471966244,3.5680620305089924e-05
8539,10725,8540,sap,1,0,0,sap,sap,sap,JJ,361,7.057163020465773e-05,8540,361,0.0254763585038814,1,0.47712125471966244,3.5680620305089924e-05
3415,1573,3416,breton,6,0,0,breton,breton,breton,VB,356,0.0004234297812279,20496,2136,0.1507410021171489,2,0.17609125905568124,3.552488518694918e-05
6621,11159,6622,shooter,2,0,0,shooter,shooter,shoot,JJ,360,0.0001411432604093,13244,720,0.0508115737473535,2,0.17609125905568124,3.5207185538154505e-05
1719,7991,1720,modern,15,0,0,modern,modern,modern,RB,347,0.0010585744530698,25800,5205,0.3673253352152434,2,0.17609125905568124,3.498195674832655e-05
1475,12173,1476,suffer,19,0,0,suffer,suffer,suff,NN,343,0.0013408609738884,28044,6517,0.4599153140437544,2,0.17609125905568124,3.467723230778281e-05
13172,1169,13173,begone,1,0,0,begon,begon,begon,JJ,361,7.057163020465773e-05,13173,361,0.0254763585038814,2,0.17609125905568124,3.452487008751094e-05
11213,5958,11214,heraldic,1,0,0,herald,herald,herald,NN,361,7.057163020465773e-05,11214,361,0.0254763585038814,2,0.17609125905568124,3.4404804410832186e-05
898,9025,899,performance,35,0,0,perform,perform,perform,NN,327,0.002470007057163,31465,11445,0.8076923076923077,2,0.17609125905568124,3.4046648648344014e-05
2211,13812,2212,whereas,11,0,0,wherea,wherea,wherea,NN,351,0.0007762879322512,24332,3861,0.2724770642201835,2,0.17609125905568124,3.404171909792398e-05
11869,4548,11870,extracted,1,0,0,extract,extract,extract,NN,361,7.057163020465773e-05,11870,361,0.0254763585038814,2,0.17609125905568124,3.3960692958267516e-05
4432,10374,4433,resume,4,0,0,resum,resum,resum,VBD,358,0.0002822865208186,17732,1432,0.1010585744530698,1,0.47712125471966244,3.3941495184164356e-05
13457,6686,13458,intrigues,1,0,0,intrigu,intrigu,intrigu,NN,361,7.057163020465773e-05,13458,361,0.0254763585038814,1,0.47712125471966244,3.3941495184164356e-05
8479,202,8480,acrewk,1,0,0,acrewk,acrewk,acrewk,RB,361,7.057163020465773e-05,8480,361,0.0254763585038814,1,0.47712125471966244,3.3941495184164356e-05
5015,5517,5016,gorges,3,0,0,gorg,gorg,gorg,NN,359,0.0002117148906139,15048,1077,0.0760056457304163,1,0.47712125471966244,3.3941495184164356e-05
2262,12703,2263,thunder,11,0,0,thunder,thunder,thund,NN,351,0.0007762879322512,24893,3861,0.2724770642201835,1,0.47712125471966244,3.3941495184164356e-05
11124,2076,11125,charring,1,0,0,char,char,char,NNS,361,7.057163020465773e-05,11125,361,0.0254763585038814,1,0.47712125471966244,3.3941495184164356e-05
6090,11748,6091,spontaneous,2,0,0,spontan,spontan,spont,NN,360,0.0001411432604093,12182,720,0.0508115737473535,1,0.47712125471966244,3.3941495184164356e-05
6307,10542,6308,rollers,2,0,0,roller,roller,rol,VBD,360,0.0001411432604093,12616,720,0.0508115737473535,1,0.47712125471966244,3.3941495184164356e-05
5567,2678,5568,containing,3,0,0,contain,contain,contain,NN,359,0.0002117148906139,16704,1077,0.0760056457304163,2,0.17609125905568124,3.35117658675523e-05
11171,5915,11172,heavier,1,0,0,heavier,heavier,heavy,RB,361,7.057163020465773e-05,11172,361,0.0254763585038814,1,0.47712125471966244,3.3383586611261704e-05
11693,3187,11694,debased,1,0,0,debas,debas,debas,NN,361,7.057163020465773e-05,11694,361,0.0254763585038814,1,0.47712125471966244,3.3383586611261704e-05
10225,11676,10226,specific,1,0,0,specif,specif,spec,VBN,361,7.057163020465773e-05,10226,361,0.0254763585038814,1,0.47712125471966244,3.3383586611261704e-05
1080,8593,1081,opportunity,28,0,0,opportun,opportun,opportun,NN,334,0.0019760056457304,30268,9352,0.6599858856739591,1,0.47712125471966244,3.3383586611261704e-05
56,13349,57,up,768,0,1,up,up,up,NN,57,0.0541990119971771,43776,43776,3.089343683839097,1,0.47712125471966244,3.3383586611261704e-05
2927,10478,2928,ringing,7,0,0,ring,ring,ring,NN,355,0.0004940014114326,20496,2485,0.1753705010585744,1,0.47712125471966244,3.3383586611261704e-05
17,8373,18,not,2585,0,1,not,not,not,NN,18,0.1824276640790402,46530,46530,3.2836979534227244,1,0.47712125471966244,3.3383586611261704e-05
13109,9755,13110,puma,1,0,0,puma,puma,pum,NN,361,7.057163020465773e-05,13110,361,0.0254763585038814,1,0.47712125471966244,3.3383586611261704e-05
11170,5920,11171,hebe,1,0,0,hebe,hebe,heb,NN,361,7.057163020465773e-05,11171,361,0.0254763585038814,1,0.47712125471966244,3.3383586611261704e-05
11165,2083,11166,chasubles,1,0,0,chasubl,chasubl,chasubl,NN,361,7.057163020465773e-05,11166,361,0.0254763585038814,2,0.17609125905568124,3.3351244077180043e-05
7529,13801,7530,whatsoever,2,0,0,whatsoev,whatsoev,whatsoev,NN,360,0.0001411432604093,15060,720,0.0508115737473535,2,0.17609125905568124,3.3351244077180043e-05
4657,9890,4658,ragged,4,0,0,rag,rag,rag,JJ,358,0.0002822865208186,18632,1432,0.1010585744530698,2,0.17609125905568124,3.2967023985920514e-05
5406,9141,5407,picking,3,0,0,pick,pick,pick,NN,359,0.0002117148906139,16221,1077,0.0760056457304163,2,0.17609125905568124,3.281466176564864e-05
12887,1057,12888,barometrical,1,0,0,barometr,barometr,baromet,JJ,361,7.057163020465773e-05,12888,361,0.0254763585038814,2,0.17609125905568124,3.2493732097173616e-05
5881,5204,5882,fulfilment,3,0,0,fulfil,fulfil,fulfil,NNS,359,0.0002117148906139,17646,1077,0.0760056457304163,2,0.17609125905568124,3.243707075554882e-05
12503,8565,12504,ont,1,0,0,ont,ont,ont,NN,361,7.057163020465773e-05,12504,361,0.0254763585038814,2,0.17609125905568124,3.243695684327935e-05
4916,5439,4917,glare,3,0,0,glare,glare,glar,NNS,359,0.0002117148906139,14751,1077,0.0760056457304163,2,0.17609125905568124,3.239157117916582e-05
11085,2159,11086,chisel,1,0,0,chisel,chisel,chisel,JJ,361,7.057163020465773e-05,11086,361,0.0254763585038814,2,0.17609125905568124,3.239157117916582e-05
38,690,39,are,1175,0,1,are,are,ar,CD,39,0.0829216654904728,45825,45825,3.2339449541284404,2,0.17609125905568124,3.238352552133491e-05
8851,19,8852,17s,1,1,0,17,17s,17s,NN,361,7.057163020465773e-05,8852,361,0.0254763585038814,2,0.17609125905568124,3.2028485866257626e-05
13105,9759,13106,punctual,1,0,0,punctual,punctual,punct,NN,361,7.057163020465773e-05,13106,361,0.0254763585038814,2,0.17609125905568124,3.1983100202144097e-05
14093,7897,14094,mindin,1,0,0,mindin,mindin,mindin,JJ,361,7.057163020465773e-05,14094,361,0.0254763585038814,2,0.17609125905568124,3.1983100202144097e-05
7991,6790,7992,jackals,2,0,0,jackal,jackal,jack,JJ,360,0.0001411432604093,15984,720,0.0508115737473535,2,0.17609125905568124,3.1846943209803514e-05
7806,13689,7807,warrior,2,0,0,warrior,warrior,warry,NN,360,0.0001411432604093,15614,720,0.0508115737473535,2,0.17609125905568124,3.177407664024743e-05
11581,2912,11582,credentials,1,0,0,credenti,credenti,cred,NN,361,7.057163020465773e-05,11582,361,0.0254763585038814,2,0.17609125905568124,3.174489620406521e-05
1524,9149,1525,pier,18,0,0,pier,pier,pier,NNS,344,0.0012702893436838,27450,6192,0.4369795342272407,2,0.17609125905568124,3.1637919647906854e-05
1005,8950,1006,peace,31,0,0,peac,peac,peac,NN,331,0.0021877205363443,31186,10261,0.724135497529993,2,0.17609125905568124,3.153094309174851e-05
868,2100,869,cheeks,37,0,0,cheek,cheek,cheek,NN,325,0.0026111503175723,32153,12025,0.8486238532110092,2,0.17609125905568124,3.120989951100401e-05
8937,128,8938,absorption,1,0,0,absorpt,absorpt,absorb,VBD,361,7.057163020465773e-05,8938,361,0.0254763585038814,2,0.17609125905568124,3.118071907482178e-05
9512,11495,9513,snaps,1,0,0,snap,snap,snap,RB,361,7.057163020465773e-05,9513,361,0.0254763585038814,2,0.17609125905568124,3.0752812850188397e-05
6260,10368,6261,restraint,2,0,0,restraint,restraint,restraint,NN,360,0.0001411432604093,12522,720,0.0508115737473535,2,0.17609125905568124,3.0512909321369838e-05
8404,12258,8405,supersteetion,1,0,0,supersteet,supersteet,supersteet,NNS,361,7.057163020465773e-05,8405,361,0.0254763585038814,2,0.17609125905568124,3.0512909321369838e-05
8216,558,8217,annual,1,0,0,annual,annual,an,JJ,361,7.057163020465773e-05,8217,361,0.0254763585038814,2,0.17609125905568124,3.050163364385857e-05
12497,1386,12498,blowin,1,0,0,blowin,blowin,blowin,JJ,361,7.057163020465773e-05,12498,361,0.0254763585038814,2,0.17609125905568124,3.040593276521149e-05
6144,10590,6145,rowed,2,0,0,row,row,row,NN,360,0.0001411432604093,12290,720,0.0508115737473535,1,0.47712125471966244,3.0348715101147004e-05
6284,7310,6285,lingered,2,0,0,linger,linger,ling,NN,360,0.0001411432604093,12570,720,0.0508115737473535,1,0.47712125471966244,3.0348715101147004e-05
10160,11009,10161,serenely,1,0,0,seren,seren,ser,VBD,361,7.057163020465773e-05,10161,361,0.0254763585038814,1,0.47712125471966244,3.0348715101147004e-05
14123,7730,14124,matured,1,0,0,matur,matur,mat,NN,361,7.057163020465773e-05,14124,361,0.0254763585038814,1,0.47712125471966244,3.0348715101147004e-05
13778,8024,13779,monolith,1,0,0,monolith,monolith,monoli,JJ,361,7.057163020465773e-05,13779,361,0.0254763585038814,1,0.47712125471966244,3.0348715101147004e-05
13907,8211,13908,napped,1,0,0,nap,nap,nap,JJ,361,7.057163020465773e-05,13908,361,0.0254763585038814,1,0.47712125471966244,3.0348715101147004e-05
48,14048,49,would,916,0,0,would,would,would,JJ,49,0.0646436132674664,44884,44884,3.167537050105857,1,0.47712125471966244,3.0348715101147004e-05
13589,1879,13590,caroused,1,0,0,carous,carous,car,JJ,361,7.057163020465773e-05,13590,361,0.0254763585038814,1,0.47712125471966244,3.0348715101147004e-05
3752,4550,3753,extraordinarily,5,0,0,extraordinarili,extraordinarili,extraordin,NN,357,0.0003528581510232,18765,1785,0.125970359915314,1,0.47712125471966244,3.0348715101147004e-05
11632,3291,11633,delicately,1,0,0,delic,delic,del,RB,361,7.057163020465773e-05,11633,361,0.0254763585038814,1,0.47712125471966244,3.0348715101147004e-05
10531,4883,10532,flannel,1,0,0,flannel,flannel,flannel,NN,361,7.057163020465773e-05,10532,361,0.0254763585038814,1,0.47712125471966244,3.0348715101147004e-05
7609,13974,7610,witnesses,2,0,0,wit,wit,wit,RB,360,0.0001411432604093,15220,720,0.0508115737473535,1,0.47712125471966244,3.0348715101147004e-05
12635,1340,12636,blebs,1,0,0,bleb,bleb,bleb,NN,361,7.057163020465773e-05,12636,361,0.0254763585038814,2,0.17609125905568124,3.0085003096736457e-05
13253,7066,13254,lamentations,1,0,0,lament,lament,lam,JJ,361,7.057163020465773e-05,13254,361,0.0254763585038814,2,0.17609125905568124,2.983863952855718e-05
7480,3340,7481,dependence,2,0,0,depend,depend,depend,JJ,360,0.0001411432604093,14962,720,0.0508115737473535,2,0.17609125905568124,2.9785094294343272e-05
4471,1969,4472,celebrated,4,0,0,celebr,celebr,celebr,NN,358,0.0002822865208186,17888,1432,0.1010585744530698,1,0.47712125471966244,2.9733850254241605e-05
9085,13864,9086,whithersoever,1,0,0,whithersoev,whithersoev,whithersoev,NNS,361,7.057163020465773e-05,9086,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
12018,3931,12019,duplicates,1,0,0,duplic,duplic,duply,VBN,361,7.057163020465773e-05,12019,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
3685,10245,3686,repeatedly,5,0,0,repeatedli,repeat,rep,NN,357,0.0003528581510232,18430,1785,0.125970359915314,1,0.47712125471966244,2.9733850254241605e-05
4024,7245,4025,letting,5,0,0,let,let,let,NN,357,0.0003528581510232,20125,1785,0.125970359915314,1,0.47712125471966244,2.9733850254241605e-05
9312,11615,9313,sorrowin,1,0,0,sorrowin,sorrowin,sorrowin,JJ,361,7.057163020465773e-05,9313,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
8613,1010,8614,balloon,1,0,0,balloon,balloon,balloon,NNS,361,7.057163020465773e-05,8614,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
10802,6160,10803,hovered,1,0,0,hover,hover,hov,VBD,361,7.057163020465773e-05,10803,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
11077,5729,11078,hafflin,1,0,0,hafflin,hafflin,hafflin,VBP,361,7.057163020465773e-05,11078,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
3269,7745,3270,meal,6,0,0,meal,meal,meal,NN,356,0.0004234297812279,19620,2136,0.1507410021171489,1,0.47712125471966244,2.9733850254241605e-05
7367,5161,7368,frets,2,0,0,fret,fret,fret,VBD,360,0.0001411432604093,14736,720,0.0508115737473535,1,0.47712125471966244,2.9733850254241605e-05
555,12495,556,tears,60,0,0,tear,tear,tear,NN,302,0.0042342978122794,33360,18120,1.278757939308398,1,0.47712125471966244,2.9733850254241605e-05
9272,469,9273,amazing,1,0,0,amaz,amaz,amaz,NNS,361,7.057163020465773e-05,9273,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
2810,8882,2811,parts,8,0,0,part,part,part,NN,354,0.0005645730416372,22488,2832,0.1998588567395907,1,0.47712125471966244,2.9733850254241605e-05
3087,3508,3088,dined,7,0,0,dine,dine,din,NN,355,0.0004940014114326,21616,2485,0.1753705010585744,1,0.47712125471966244,2.9733850254241605e-05
11714,2774,11715,cormorant,1,0,0,cormor,cormor,corm,VBD,361,7.057163020465773e-05,11715,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
6773,10657,6774,sack,2,0,0,sack,sack,sack,JJ,360,0.0001411432604093,13548,720,0.0508115737473535,1,0.47712125471966244,2.9733850254241605e-05
9486,12575,9487,thanking,1,0,0,thank,thank,thank,NNS,361,7.057163020465773e-05,9487,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
7024,13146,7025,uncanny,2,0,0,uncanni,uncanni,uncanny,NN,360,0.0001411432604093,14050,720,0.0508115737473535,1,0.47712125471966244,2.9733850254241605e-05
11744,4298,11745,envy,1,0,0,envi,envi,envy,NN,361,7.057163020465773e-05,11745,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
3324,6307,3325,imitated,6,0,0,imit,imit,imit,NN,356,0.0004234297812279,19950,2136,0.1507410021171489,1,0.47712125471966244,2.9733850254241605e-05
11755,4417,11756,exceeded,1,0,0,exceed,exceed,excess,JJ,361,7.057163020465773e-05,11756,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
9242,377,9243,aided,1,0,0,aid,aid,aid,NN,361,7.057163020465773e-05,9243,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
10140,13157,10141,unclose,1,0,0,unclos,unclos,unclos,VBZ,361,7.057163020465773e-05,10141,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
8177,596,8178,apes,2,0,0,ape,ape,ap,VBP,360,0.0001411432604093,16356,720,0.0508115737473535,1,0.47712125471966244,2.9733850254241605e-05
7342,2275,7343,clears,2,0,0,clear,clear,clear,NN,360,0.0001411432604093,14686,720,0.0508115737473535,1,0.47712125471966244,2.9733850254241605e-05
1743,12696,1744,thrust,15,0,0,thrust,thrust,thrust,NN,347,0.0010585744530698,26160,5205,0.3673253352152434,1,0.47712125471966244,2.9733850254241605e-05
12954,9466,12955,preciously,1,0,0,precious,precious,precy,VBZ,361,7.057163020465773e-05,12955,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
5086,660,5087,apt,3,0,0,apt,apt,apt,JJ,359,0.0002117148906139,15261,1077,0.0760056457304163,1,0.47712125471966244,2.9733850254241605e-05
5555,9589,5556,proceeding,3,0,0,proceed,proceed,process,NN,359,0.0002117148906139,16668,1077,0.0760056457304163,1,0.47712125471966244,2.9733850254241605e-05
7211,5572,7212,grates,2,0,0,grate,grate,grat,VB,360,0.0001411432604093,14424,720,0.0508115737473535,1,0.47712125471966244,2.9733850254241605e-05
2622,7138,2623,launch,9,0,0,launch,launch,launch,NN,353,0.0006351446718419,23607,3177,0.2242060691601976,1,0.47712125471966244,2.9733850254241605e-05
4951,5450,4952,gleaming,3,0,0,gleam,gleam,gleam,JJ,359,0.0002117148906139,14856,1077,0.0760056457304163,1,0.47712125471966244,2.9733850254241605e-05
13903,1488,13904,bountiful,1,0,0,bounti,bounti,bounty,JJ,361,7.057163020465773e-05,13904,361,0.0254763585038814,1,0.47712125471966244,2.9733850254241605e-05
454,13997,455,wonder,77,0,0,wonder,wonder,wond,VB,285,0.0054340155257586,35035,21945,1.548694424841214,2,0.17609125905568124,2.9652167321683052e-05
